Query_9386987,XP_002827020.3,97.710,393,9,0,1,393,1,393,0.0,797,98.22
Query_9386987,XP_030656345.1,97.964,393,8,0,1,393,1,393,0.0,797,98.47
Query_9386987,XP_054313311.2,97.710,393,9,0,1,393,1,393,0.0,796,98.22
Query_9386987,XP_031995228.1,97.710,393,9,0,1,393,1,393,0.0,795,98.22
Query_9386987,XP_055112571.1,97.710,393,9,0,1,393,1,393,0.0,793,98.22
Query_9386987,WOX59029.1,98.473,393,0,1,1,393,1,387,0.0,793,98.47
Query_9386987,UNB14066.1,96.684,392,13,0,2,393,12,403,0.0,788,97.96
Query_9386987,BAG60244.1,97.455,393,0,1,1,393,1,383,0.0,786,97.46
Query_9386987,UNB14063.1,96.429,392,14,0,2,393,12,403,0.0,786,97.70
Query_9386987,UNB14065.1,96.429,392,14,0,2,393,12,403,0.0,786,97.70
Query_9386987,UNB14067.1,96.429,392,14,0,2,393,12,403,0.0,786,97.70
Query_9386987,XP_017706033.1,96.183,393,15,0,1,393,20,412,0.0,785,97.46
Query_9386987,XP_050621303.1,95.674,393,17,0,1,393,98,490,0.0,785,97.20
Query_9386987,XP_010360689.1,96.183,393,15,0,1,393,1,393,0.0,785,97.46
Query_9386987,KAL4834397.1,96.183,393,15,0,1,393,1,393,0.0,784,97.20
Query_9386987,XP_033040608.1,95.929,393,16,0,1,393,1,393,0.0,784,97.46
Query_9386987,UNB14064.1,96.173,392,15,0,2,393,12,403,0.0,784,97.45
Query_9386987,XP_011849930.1,95.929,393,16,0,1,393,1,393,0.0,783,97.20
Query_9386987,UNB14068.1,96.173,392,15,0,2,393,12,403,0.0,783,97.45
Query_9386987,XP_023049082.1,95.929,393,16,0,1,393,1,393,0.0,783,97.20
Query_9386987,UNB14062.1,96.173,392,15,0,2,393,12,403,0.0,783,97.45
Query_9386987,NP_001040616.1,95.674,393,17,0,1,393,1,393,0.0,782,97.20
Query_9386987,XP_003912321.1,95.674,393,17,0,1,393,1,393,0.0,782,96.95
Query_9386987,UNB14061.1,95.918,392,16,0,2,393,12,403,0.0,781,97.19
Query_9386987,P13481.1,95.674,393,17,0,1,393,1,393,0.0,780,96.95
Query_9386987,AAB91535.1,95.420,393,18,0,1,393,1,393,0.0,780,97.20
Query_9386987,XP_070938400.1,95.420,393,18,0,1,393,1,393,0.0,780,96.95
Query_9386987,ABL09846.1,96.947,393,1,1,1,393,1,382,0.0,780,96.95
Query_9386987,PNI36857.1,96.692,393,2,1,1,393,1,382,0.0,780,96.95
Query_9386987,XP_011813948.1,95.165,393,19,0,1,393,1,393,0.0,778,96.69
Query_9386987,XP_025219300.1,95.431,394,17,1,1,393,1,394,0.0,777,96.70
Query_9386987,AAR10356.1,99.208,379,3,0,1,379,1,379,0.0,777,99.21


